,ano,mes,estado,numero,encontro
3902,2015,Abril,Pernambuco,30,1/1/2015
3903,2016,Abril,Pernambuco,8,1/1/2016
3904,2017,Abril,Pernambuco,9,1/1/2017
3905,1998,Maio,Pernambuco,0,1/1/1998
3906,1999,Maio,Pernambuco,6,1/1/1999
3907,2000,Maio,Pernambuco,7,1/1/2000
3908,2001,Maio,Pernambuco,5,1/1/2001
3909,2002,Maio,Pernambuco,13,1/1/2002
3910,2003,Maio,Pernambuco,1,1/1/2003
3911,2004,Maio,Pernambuco,2,1/1/2004
3912,2005,Maio,Pernambuco,,1/1/2005
3913,2006,Maio,Pernambuco,1,1/1/2006
3914,2007,Maio,Pernambuco,0,1/1/2007
3915,2008,Maio,Pernambuco,0,1/1/2008
3916,2009,Maio,Pernambuco,0,1/1/2009
3917,2010,Maio,Pernambuco,8,1/1/2010
3918,2011,Maio,Pernambuco,1,1/1/2011
3919,2012,Maio,Pernambuco,36,1/1/2012
3920,2013,Maio,Pernambuco,9,1/1/2013
3921,2014,Maio,Pernambuco,4,1/1/2014
3922,2015,Maio,Pernambuco,17,1/1/2015
3923,2016,Maio,Pernambuco,6,1/1/2016
3924,2017,Maio,Pernambuco,13,1/1/2017
3925,1998,Junho,Pernambuco,1,1/1/1998
3926,1999,Junho,Pernambuco,7,1/1/1999
3927,2000,Junho,Pernambuco,4,1/1/2000
3928,2001,Junho,Pernambuco,2,1/1/2001
3929,2002,Junho,Pernambuco,1,1/1/2002
3930,2003,Junho,Pernambuco,2,1/1/2003
3931,2004,Junho,Pernambuco,4,1/1/2004
3932,2005,Junho,Pernambuco,3,1/1/2005
3933,2006,Junho,Pernambuco,0,1/1/2006
3934,2007,Junho,Pernambuco,1,1/1/2007
3935,2008,Junho,Pernambuco,0,1/1/2008
3936,2009,Junho,Pernambuco,1,1/1/2009
3937,2010,Junho,Pernambuco,1,1/1/2010
3938,2011,Junho,Pernambuco,4,1/1/2011
3939,2012,Junho,Pernambuco,12,1/1/2012
3940,2013,Junho,Pernambuco,12,1/1/2013
3941,2014,Junho,Pernambuco,3,1/1/2014
3942,2015,Junho,Pernambuco,3,1/1/2015
3943,2016,Junho,Pernambuco,4,1/1/2016
3944,2017,Junho,Pernambuco,5,1/1/2017
3945,1998,Julho,Pernambuco,5,1/1/1998
3946,1999,Julho,Pernambuco,2,1/1/1999
3947,2000,Julho,Pernambuco,0,1/1/2000
3948,2001,Julho,Pernambuco,6,1/1/2001
3949,2002,Julho,Pernambuco,8,1/1/2002
3950,2003,Julho,Pernambuco,5,1/1/2003
3951,2004,Julho,Pernambuco,13,1/1/2004
3952,2005,Julho,Pernambuco,1,1/1/2005
3953,2006,Julho,Pernambuco,1,1/1/2006
3954,2007,Julho,Pernambuco,3,1/1/2007
3955,2008,Julho,Pernambuco,0,1/1/2008
3956,2009,Julho,Pernambuco,1,1/1/2009
3957,2010,Julho,Pernambuco,7,1/1/2010
3958,2011,Julho,Pernambuco,2,1/1/2011
3959,2012,Julho,Pernambuco,,1/1/2012
3960,2013,Julho,Pernambuco,4,1/1/2013
3961,2014,Julho,Pernambuco,11,1/1/2014
3962,2015,Julho,Pernambuco,13,1/1/2015
3963,2016,Julho,Pernambuco,17,1/1/2016
3964,2017,Julho,Pernambuco,2,1/1/2017
3965,1998,Agosto,Pernambuco,12,1/1/1998
3966,1999,Agosto,Pernambuco,3,1/1/1999
3967,2000,Agosto,Pernambuco,31,1/1/2000
3968,2001,Agosto,Pernambuco,27,1/1/2001
3969,2002,Agosto,Pernambuco,37,1/1/2002
3970,2003,Agosto,Pernambuco,26,1/1/2003
3971,2004,Agosto,Pernambuco,41,1/1/2004
3972,2005,Agosto,Pernambuco,10,1/1/2005
3973,2006,Agosto,Pernambuco,8,1/1/2006
3974,2007,Agosto,Pernambuco,20,1/1/2007
3975,2008,Agosto,Pernambuco,2,1/1/2008
3976,2009,Agosto,Pernambuco,10,1/1/2009
3977,2010,Agosto,Pernambuco,29,1/1/2010
3978,2011,Agosto,Pernambuco,27,1/1/2011
3979,2012,Agosto,Pernambuco,27,1/1/2012
3980,2013,Agosto,Pernambuco,14,1/1/2013
3981,2014,Agosto,Pernambuco,23,1/1/2014
3982,2015,Agosto,Pernambuco,21,1/1/2015
3983,2016,Agosto,Pernambuco,42,1/1/2016
3984,2017,Agosto,Pernambuco,20,1/1/2017
3985,1998,Setembro,Pernambuco,177,1/1/1998
3986,1999,Setembro,Pernambuco,64,1/1/1999
3987,2000,Setembro,Pernambuco,130,1/1/2000
3988,2001,Setembro,Pernambuco,298,1/1/2001
3989,2002,Setembro,Pernambuco,374,1/1/2002
3990,2003,Setembro,Pernambuco,510,1/1/2003
3991,2004,Setembro,Pernambuco,192,1/1/2004
3992,2005,Setembro,Pernambuco,154,1/1/2005
3993,2006,Setembro,Pernambuco,147,1/1/2006
3994,2007,Setembro,Pernambuco,164,1/1/2007
3995,2008,Setembro,Pernambuco,92,1/1/2008
3996,2009,Setembro,Pernambuco,164,1/1/2009
3997,2010,Setembro,Pernambuco,179,1/1/2010
3998,2011,Setembro,Pernambuco,243,1/1/2011
3999,2012,Setembro,Pernambuco,192,1/1/2012
4000,2013,Setembro,Pernambuco,143,1/1/2013
4001,2014,Setembro,Pernambuco,63,1/1/2014
4002,2015,Setembro,Pernambuco,116,1/1/2015
4003,2016,Setembro,Pernambuco,171,1/1/2016
4004,2017,Setembro,Pernambuco,69,1/1/2017
4005,1998,Outubro,Pernambuco,372,1/1/1998
4006,1999,Outubro,Pernambuco,180,1/1/1999
4007,2000,Outubro,Pernambuco,411,1/1/2000
4008,2001,Outubro,Pernambuco,461,1/1/2001
4009,2002,Outubro,Pernambuco,638,1/1/2002
4010,2003,Outubro,Pernambuco,859,1/1/2003
4011,2004,Outubro,Pernambuco,,1/1/2004
4012,2005,Outubro,Pernambuco,408,1/1/2005
4013,2006,Outubro,Pernambuco,310,1/1/2006
4014,2007,Outubro,Pernambuco,702,1/1/2007
4015,2008,Outubro,Pernambuco,274,1/1/2008
4016,2009,Outubro,Pernambuco,254,1/1/2009
4017,2010,Outubro,Pernambuco,347,1/1/2010
4018,2011,Outubro,Pernambuco,461,1/1/2011
4019,2012,Outubro,Pernambuco,,1/1/2012
4020,2013,Outubro,Pernambuco,161,1/1/2013
4021,2014,Outubro,Pernambuco,174,1/1/2014
4022,2015,Outubro,Pernambuco,194,1/1/2015
4023,2016,Outubro,Pernambuco,319,1/1/2016
4024,2017,Outubro,Pernambuco,256,1/1/2017
4025,1998,Novembro,Pernambuco,141,1/1/1998
4026,1999,Novembro,Pernambuco,41,1/1/1999
4027,2000,Novembro,Pernambuco,64,1/1/2000
4028,2001,Novembro,Pernambuco,208,1/1/2001
4029,2002,Novembro,Pernambuco,521,1/1/2002
4030,2003,Novembro,Pernambuco,560,1/1/2003
4031,2004,Novembro,Pernambuco,465,1/1/2004
4032,2005,Novembro,Pernambuco,452,1/1/2005
4033,2006,Novembro,Pernambuco,385,1/1/2006
4034,2007,Novembro,Pernambuco,,1/1/2007
4035,2008,Novembro,Pernambuco,363,1/1/2008
4036,2009,Novembro,Pernambuco,486,1/1/2009
4037,2010,Novembro,Pernambuco,831,1/1/2010
4038,2011,Novembro,Pernambuco,352,1/1/2011
4039,2012,Novembro,Pernambuco,181,1/1/2012
4040,2013,Novembro,Pernambuco,110,1/1/2013
4041,2014,Novembro,Pernambuco,111,1/1/2014
4042,2015,Novembro,Pernambuco,,1/1/2015
4043,2016,Novembro,Pernambuco,191,1/1/2016
4044,2017,Novembro,Pernambuco,66,1/1/2017
4045,1998,Dezembro,Pernambuco,59,1/1/1998
4046,1999,Dezembro,Pernambuco,16,1/1/1999
4047,2000,Dezembro,Pernambuco,22,1/1/2000
4048,2001,Dezembro,Pernambuco,62,1/1/2001
4049,2002,Dezembro,Pernambuco,259,1/1/2002
4050,2003,Dezembro,Pernambuco,229,1/1/2003
4051,2004,Dezembro,Pernambuco,373,1/1/2004
4052,2005,Dezembro,Pernambuco,191,1/1/2005
4053,2006,Dezembro,Pernambuco,207,1/1/2006
4054,2007,Dezembro,Pernambuco,200,1/1/2007
4055,2008,Dezembro,Pernambuco,203,1/1/2008
4056,2009,Dezembro,Pernambuco,351,1/1/2009
4057,2010,Dezembro,Pernambuco,117,1/1/2010
4058,2011,Dezembro,Pernambuco,364,1/1/2011
4059,2012,Dezembro,Pernambuco,108,1/1/2012
4060,2013,Dezembro,Pernambuco,141,1/1/2013
4061,2014,Dezembro,Pernambuco,101,1/1/2014
4062,2015,Dezembro,Pernambuco,176,1/1/2015
4063,2016,Dezembro,Pernambuco,161,1/1/2016
4064,1998,Janeiro,Piau,0,1/1/1998
4065,1999,Janeiro,Piau,21,1/1/1999
4066,2000,Janeiro,Piau,5,1/1/2000
4067,2001,Janeiro,Piau,29,1/1/2001
4068,2002,Janeiro,Piau,33,1/1/2002
4069,2003,Janeiro,Piau,86,1/1/2003
4070,2004,Janeiro,Piau,42,1/1/2004
4071,2005,Janeiro,Piau,94,1/1/2005
4072,2006,Janeiro,Piau,133,1/1/2006
4073,2007,Janeiro,Piau,123,1/1/2007
4074,2008,Janeiro,Piau,61,1/1/2008
4075,2009,Janeiro,Piau,79,1/1/2009
4076,2010,Janeiro,Piau,99,1/1/2010
4077,2011,Janeiro,Piau,39,1/1/2011
4078,2012,Janeiro,Piau,80,1/1/2012
4079,2013,Janeiro,Piau,72,1/1/2013
4080,2014,Janeiro,Piau,79,1/1/2014
4081,2015,Janeiro,Piau,92,1/1/2015
4082,2016,Janeiro,Piau,94,1/1/2016
4083,2017,Janeiro,Piau,85,1/1/2017
4084,1998,Fevereiro,Piau,0,1/1/1998
4085,1999,Fevereiro,Piau,22,1/1/1999
4086,2000,Fevereiro,Piau,12,1/1/2000
4087,2001,Fevereiro,Piau,0,1/1/2001
4088,2002,Fevereiro,Piau,160,1/1/2002
4089,2003,Fevereiro,Piau,3,1/1/2003
4090,2004,Fevereiro,Piau,20,1/1/2004
4091,2005,Fevereiro,Piau,26,1/1/2005
4092,2006,Fevereiro,Piau,23,1/1/2006
4093,2007,Fevereiro,Piau,11,1/1/2007
4094,2008,Fevereiro,Piau,21,1/1/2008
4095,2009,Fevereiro,Piau,19,1/1/2009
4096,2010,Fevereiro,Piau,54,1/1/2010
4097,2011,Fevereiro,Piau,11,1/1/2011
4098,2012,Fevereiro,Piau,31,1/1/2012
4099,2013,Fevereiro,Piau,68,1/1/2013
4100,2014,Fevereiro,Piau,14,1/1/2014
4101,2015,Fevereiro,Piau,38,1/1/2015
4102,2016,Fevereiro,Piau,97,1/1/2016
4103,2017,Fevereiro,Piau,24,1/1/2017
4104,1998,Março,Piau,,1/1/1998
4105,1999,Março,Piau,4,1/1/1999
4106,2000,Março,Piau,14,1/1/2000
4107,2001,Março,Piau,2,1/1/2001
4108,2002,Março,Piau,63,1/1/2002
4109,2003,Março,Piau,15,1/1/2003
4110,2004,Março,Piau,27,1/1/2004
4111,2005,Março,Piau,13,1/1/2005
4112,2006,Março,Piau,18,1/1/2006
4113,2007,Março,Piau,31,1/1/2007
4114,2008,Março,Piau,4,1/1/2008
4115,2009,Março,Piau,17,1/1/2009
4116,2010,Março,Piau,47,1/1/2010
4117,2011,Março,Piau,15,1/1/2011
4118,2012,Março,Piau,71,1/1/2012
4119,2013,Março,Piau,14,1/1/2013
4120,2014,Março,Piau,88,1/1/2014
4121,2015,Março,Piau,35,1/1/2015
4122,2016,Março,Piau,53,1/1/2016
4123,2017,Março,Piau,25,1/1/2017
4124,1998,Abril,Piau,0,1/1/1998
4125,1999,Abril,Piau,10,1/1/1999
4126,2000,Abril,Piau,15,1/1/2000
4127,2001,Abril,Piau,1,1/1/2001
4128,2002,Abril,Piau,87,1/1/2002
4129,2003,Abril,Piau,22,1/1/2003
4130,2004,Abril,Piau,10,1/1/2004
4131,2005,Abril,Piau,3,1/1/2005
4132,2006,Abril,Piau,1,1/1/2006
4133,2007,Abril,Piau,9,1/1/2007
4134,2008,Abril,Piau,7,1/1/2008
4135,2009,Abril,Piau,8,1/1/2009
4136,2010,Abril,Piau,56,1/1/2010
4137,2011,Abril,Piau,16,1/1/2011
4138,2012,Abril,Piau,119,1/1/2012
4139,2013,Abril,Piau,34,1/1/2013
4140,2014,Abril,Piau,63,1/1/2014
4141,2015,Abril,Piau,50,1/1/2015
4142,2016,Abril,Piau,35,1/1/2016
4143,2017,Abril,Piau,25,1/1/2017
4144,1998,Maio,Piau,0,1/1/1998
4145,1999,Maio,Piau,8,1/1/1999
4146,2000,Maio,Piau,25,1/1/2000
4147,2001,Maio,Piau,36,1/1/2001
4148,2002,Maio,Piau,84,1/1/2002
4149,2003,Maio,Piau,13,1/1/2003
4150,2004,Maio,Piau,80,1/1/2004
4151,2005,Maio,Piau,,1/1/2005
4152,2006,Maio,Piau,0,1/1/2006
4153,2007,Maio,Piau,52,1/1/2007
4154,2008,Maio,Piau,12,1/1/2008
4155,2009,Maio,Piau,12,1/1/2009
4156,2010,Maio,Piau,,1/1/2010
4157,2011,Maio,Piau,77,1/1/2011
4158,2012,Maio,Piau,334,1/1/2012
4159,2013,Maio,Piau,40,1/1/2013
4160,2014,Maio,Piau,138,1/1/2014
4161,2015,Maio,Piau,66,1/1/2015
4162,2016,Maio,Piau,60,1/1/2016
4163,2017,Maio,Piau,36,1/1/2017
4164,1998,Junho,Piau,46,1/1/1998
4165,1999,Junho,Piau,47,1/1/1999
4166,2000,Junho,Piau,18,1/1/2000
4167,2001,Junho,Piau,87,1/1/2001
4168,2002,Junho,Piau,161,1/1/2002
4169,2003,Junho,Piau,88,1/1/2003
4170,2004,Junho,Piau,239,1/1/2004
4171,2005,Junho,Piau,171,1/1/2005
4172,2006,Junho,Piau,40,1/1/2006
4173,2007,Junho,Piau,303,1/1/2007
4174,2008,Junho,Piau,33,1/1/2008
4175,2009,Junho,Piau,56,1/1/2009
4176,2010,Junho,Piau,208,1/1/2010
4177,2011,Junho,Piau,462,1/1/2011
4178,2012,Junho,Piau,834,1/1/2012
4179,2013,Junho,Piau,263,1/1/2013
4180,2014,Junho,Piau,373,1/1/2014
4181,2015,Junho,Piau,283,1/1/2015
4182,2016,Junho,Piau,153,1/1/2016
4183,2017,Junho,Piau,193,1/1/2017
4184,1998,Julho,Piau,189,1/1/1998
4185,1999,Julho,Piau,123,1/1/1999
4186,2000,Julho,Piau,75,1/1/2000
4187,2001,Julho,Piau,337,1/1/2001
4188,2002,Julho,Piau,534,1/1/2002
4189,2003,Julho,Piau,407,1/1/2003
4190,2004,Julho,Piau,564,1/1/2004
4191,2005,Julho,Piau,445,1/1/2005
4192,2006,Julho,Piau,150,1/1/2006
4193,2007,Julho,Piau,919,1/1/2007
4194,2008,Julho,Piau,97,1/1/2008
4195,2009,Julho,Piau,302,1/1/2009
4196,2010,Julho,Piau,1.696,1/1/2010
4197,2011,Julho,Piau,864,1/1/2011
4198,2012,Julho,Piau,1.755,1/1/2012
4199,2013,Julho,Piau,361,1/1/2013
4200,2014,Julho,Piau,1.177,1/1/2014
4201,2015,Julho,Piau,690,1/1/2015
4202,2016,Julho,Piau,754,1/1/2016
4203,2017,Julho,Piau,643,1/1/2017
4204,1998,Agosto,Piau,711,1/1/1998
4205,1999,Agosto,Piau,499,1/1/1999
4206,2000,Agosto,Piau,415,1/1/2000
4207,2001,Agosto,Piau,1.133,1/1/2001
4208,2002,Agosto,Piau,2.28,1/1/2002
4209,2003,Agosto,Piau,864,1/1/2003
4210,2004,Agosto,Piau,1.002,1/1/2004
4211,2005,Agosto,Piau,943,1/1/2005
4212,2006,Agosto,Piau,911,1/1/2006
4213,2007,Agosto,Piau,3.551,1/1/2007
4214,2008,Agosto,Piau,290,1/1/2008
4215,2009,Agosto,Piau,790,1/1/2009
4216,2010,Agosto,Piau,4.035,1/1/2010
4217,2011,Agosto,Piau,1.958,1/1/2011
4218,2012,Agosto,Piau,3.614,1/1/2012
4219,2013,Agosto,Piau,1.015,1/1/2013
4220,2014,Agosto,Piau,2.265,1/1/2014
4221,2015,Agosto,Piau,2.057,1/1/2015
4222,2016,Agosto,Piau,,1/1/2016
4223,2017,Agosto,Piau,1.572,1/1/2017
4224,1998,Setembro,Piau,1.991,1/1/1998
4225,1999,Setembro,Piau,872,1/1/1999
4226,2000,Setembro,Piau,1.099,1/1/2000
4227,2001,Setembro,Piau,2.401,1/1/2001
4228,2002,Setembro,Piau,2.475,1/1/2002
4229,2003,Setembro,Piau,3.399,1/1/2003
4230,2004,Setembro,Piau,2.662,1/1/2004
4231,2005,Setembro,Piau,3.136,1/1/2005
4232,2006,Setembro,Piau,1.618,1/1/2006
4233,2007,Setembro,Piau,4.078,1/1/2007
4234,2008,Setembro,Piau,1.472,1/1/2008
4235,2009,Setembro,Piau,1.709,1/1/2009
4236,2010,Setembro,Piau,5.392,1/1/2010
4237,2011,Setembro,Piau,4.402,1/1/2011
4238,2012,Setembro,Piau,4.479,1/1/2012
4239,2013,Setembro,Piau,2.311,1/1/2013
4240,2014,Setembro,Piau,2.536,1/1/2014
4241,2015,Setembro,Piau,5.828,1/1/2015
4242,2016,Setembro,Piau,1.394,1/1/2016
4243,2017,Setembro,Piau,3.422,1/1/2017
4244,1998,Outubro,Piau,,1/1/1998
4245,1999,Outubro,Piau,1.438,1/1/1999
4246,2000,Outubro,Piau,2.558,1/1/2000
4247,2001,Outubro,Piau,3.742,1/1/2001
4248,2002,Outubro,Piau,2.757,1/1/2002
4249,2003,Outubro,Piau,2.332,1/1/2003
4250,2004,Outubro,Piau,2.144,1/1/2004
4251,2005,Outubro,Piau,3.263,1/1/2005
4252,2006,Outubro,Piau,1.443,1/1/2006
4253,2007,Outubro,Piau,2.331,1/1/2007
4254,2008,Outubro,Piau,1.83,1/1/2008
4255,2009,Outubro,Piau,913,1/1/2009
4256,2010,Outubro,Piau,,1/1/2010
4257,2011,Outubro,Piau,1.484,1/1/2011
4258,2012,Outubro,Piau,2.506,1/1/2012
4259,2013,Outubro,Piau,1.269,1/1/2013
4260,2014,Outubro,Piau,1.788,1/1/2014
4261,2015,Outubro,Piau,4.068,1/1/2015
4262,2016,Outubro,Piau,2.598,1/1/2016
4263,2017,Outubro,Piau,3.004,1/1/2017
4264,1998,Novembro,Piau,424,1/1/1998
4265,1999,Novembro,Piau,334,1/1/1999
4266,2000,Novembro,Piau,450,1/1/2000
4267,2001,Novembro,Piau,1.484,1/1/2001
4268,2002,Novembro,Piau,1.174,1/1/2002
4269,2003,Novembro,Piau,1.248,1/1/2003
4270,2004,Novembro,Piau,1.798,1/1/2004
4271,2005,Novembro,Piau,1.599,1/1/2005
4272,2006,Novembro,Piau,740,1/1/2006
4273,2007,Novembro,Piau,939,1/1/2007
4274,2008,Novembro,Piau,594,1/1/2008
4275,2009,Novembro,Piau,1.336,1/1/2009
4276,2010,Novembro,Piau,1.417,1/1/2010
4277,2011,Novembro,Piau,825,1/1/2011
4278,2012,Novembro,Piau,447,1/1/2012
4279,2013,Novembro,Piau,640,1/1/2013
4280,2014,Novembro,Piau,717,1/1/2014
4281,2015,Novembro,Piau,897,1/1/2015
4282,2016,Novembro,Piau,1.126,1/1/2016
4283,2017,Novembro,Piau,449,1/1/2017
4284,1998,Dezembro,Piau,119,1/1/1998
4285,1999,Dezembro,Piau,74,1/1/1999
4286,2000,Dezembro,Piau,79,1/1/2000
4287,2001,Dezembro,Piau,230,1/1/2001
4288,2002,Dezembro,Piau,373,1/1/2002
4289,2003,Dezembro,Piau,459,1/1/2003
4290,2004,Dezembro,Piau,788,1/1/2004
4291,2005,Dezembro,Piau,486,1/1/2005
4292,2006,Dezembro,Piau,339,1/1/2006
4293,2007,Dezembro,Piau,317,1/1/2007
4294,2008,Dezembro,Piau,329,1/1/2008
4295,2009,Dezembro,Piau,570,1/1/2009
4296,2010,Dezembro,Piau,357,1/1/2010
4297,2011,Dezembro,Piau,362,1/1/2011
4298,2012,Dezembro,Piau,334,1/1/2012
4299,2013,Dezembro,Piau,468,1/1/2013
4300,2014,Dezembro,Piau,346,1/1/2014
4301,2015,Dezembro,Piau,626,1/1/2015
4302,2016,Dezembro,Piau,374,1/1/2016
4303,1998,Janeiro,Rio,0,1/1/1998
4304,1999,Janeiro,Rio,0,1/1/1999
4305,2000,Janeiro,Rio,0,1/1/2000
4306,2001,Janeiro,Rio,0,1/1/2001
4307,2002,Janeiro,Rio,0,1/1/2002
4308,2003,Janeiro,Rio,0,1/1/2003
4309,2004,Janeiro,Rio,1,1/1/2004
4310,2005,Janeiro,Rio,5,1/1/2005
4311,2006,Janeiro,Rio,12,1/1/2006
4312,2007,Janeiro,Rio,0,1/1/2007
4313,2008,Janeiro,Rio,1,1/1/2008
4314,2009,Janeiro,Rio,3,1/1/2009
4315,2010,Janeiro,Rio,13,1/1/2010
4316,2011,Janeiro,Rio,,1/1/2011
4317,2012,Janeiro,Rio,12,1/1/2012
4318,2013,Janeiro,Rio,9,1/1/2013
4319,2014,Janeiro,Rio,35,1/1/2014
4320,2015,Janeiro,Rio,97,1/1/2015
4321,2016,Janeiro,Rio,9,1/1/2016
4322,2017,Janeiro,Rio,15,1/1/2017
4323,1998,Fevereiro,Rio,0,1/1/1998
4324,1999,Fevereiro,Rio,0,1/1/1999
4325,2000,Fevereiro,Rio,1,1/1/2000
4326,2001,Fevereiro,Rio,3,1/1/2001
4327,2002,Fevereiro,Rio,1,1/1/2002
4328,2003,Fevereiro,Rio,10,1/1/2003
4329,2004,Fevereiro,Rio,8,1/1/2004
4330,2005,Fevereiro,Rio,4,1/1/2005
4331,2006,Fevereiro,Rio,7,1/1/2006
4332,2007,Fevereiro,Rio,15,1/1/2007
4333,2008,Fevereiro,Rio,2,1/1/2008
4334,2009,Fevereiro,Rio,5,1/1/2009
4335,2010,Fevereiro,Rio,73,1/1/2010
4336,2011,Fevereiro,Rio,36,1/1/2011
4337,2012,Fevereiro,Rio,11,1/1/2012
4338,2013,Fevereiro,Rio,12,1/1/2013
4339,2014,Fevereiro,Rio,116,1/1/2014
4340,2015,Fevereiro,Rio,36,1/1/2015
4341,2016,Fevereiro,Rio,16,1/1/2016
4342,2017,Fevereiro,Rio,34,1/1/2017
4343,1998,Março,Rio,0,1/1/1998
4344,1999,Março,Rio,0,1/1/1999
4345,2000,Março,Rio,0,1/1/2000
4346,2001,Março,Rio,0,1/1/2001
4347,2002,Março,Rio,1,1/1/2002
4348,2003,Março,Rio,23,1/1/2003
4349,2004,Março,Rio,4,1/1/2004
4350,2005,Março,Rio,7,1/1/2005
4351,2006,Março,Rio,8,1/1/2006
4352,2007,Março,Rio,27,1/1/2007
4353,2008,Março,Rio,2,1/1/2008
4354,2009,Março,Rio,5,1/1/2009
4355,2010,Março,Rio,10,1/1/2010
4356,2011,Março,Rio,7,1/1/2011
4357,2012,Março,Rio,20,1/1/2012
4358,2013,Março,Rio,,1/1/2013
4359,2014,Março,Rio,38,1/1/2014
4360,2015,Março,Rio,23,1/1/2015
4361,2016,Março,Rio,16,1/1/2016
4362,2017,Março,Rio,10,1/1/2017
4363,1998,Abril,Rio,0,1/1/1998
4364,1999,Abril,Rio,1,1/1/1999
4365,2000,Abril,Rio,2,1/1/2000
4366,2001,Abril,Rio,2,1/1/2001
4367,2002,Abril,Rio,8,1/1/2002
4368,2003,Abril,Rio,11,1/1/2003
4369,2004,Abril,Rio,3,1/1/2004
4370,2005,Abril,Rio,1,1/1/2005
4371,2006,Abril,Rio,8,1/1/2006
4372,2007,Abril,Rio,9,1/1/2007
4373,2008,Abril,Rio,2,1/1/2008
4374,2009,Abril,Rio,1,1/1/2009
4375,2010,Abril,Rio,10,1/1/2010
4376,2011,Abril,Rio,12,1/1/2011
4377,2012,Abril,Rio,12,1/1/2012
4378,2013,Abril,Rio,9,1/1/2013
4379,2014,Abril,Rio,25,1/1/2014
4380,2015,Abril,Rio,24,1/1/2015
4381,2016,Abril,Rio,45,1/1/2016
4382,2017,Abril,Rio,12,1/1/2017
4383,1998,Maio,Rio,0,1/1/1998
4384,1999,Maio,Rio,7,1/1/1999
4385,2000,Maio,Rio,5,1/1/2000
4386,2001,Maio,Rio,4,1/1/2001
4387,2002,Maio,Rio,4,1/1/2002
4388,2003,Maio,Rio,1,1/1/2003
4389,2004,Maio,Rio,0,1/1/2004
4390,2005,Maio,Rio,11,1/1/2005
4391,2006,Maio,Rio,4,1/1/2006
4392,2007,Maio,Rio,2,1/1/2007
4393,2008,Maio,Rio,0,1/1/2008
4394,2009,Maio,Rio,37,1/1/2009
4395,2010,Maio,Rio,6,1/1/2010
4396,2011,Maio,Rio,17,1/1/2011
4397,2012,Maio,Rio,18,1/1/2012
4398,2013,Maio,Rio,16,1/1/2013
4399,2014,Maio,Rio,20,1/1/2014
4400,2015,Maio,Rio,21,1/1/2015
4401,2016,Maio,Rio,30,1/1/2016
4402,2017,Maio,Rio,15,1/1/2017
4403,1998,Junho,Rio,3,1/1/1998
4404,1999,Junho,Rio,8,1/1/1999
4405,2000,Junho,Rio,14,1/1/2000
4406,2001,Junho,Rio,13,1/1/2001
4407,2002,Junho,Rio,13,1/1/2002
4408,2003,Junho,Rio,13,1/1/2003
4409,2004,Junho,Rio,19,1/1/2004
4410,2005,Junho,Rio,16,1/1/2005
4411,2006,Junho,Rio,19,1/1/2006
4412,2007,Junho,Rio,3,1/1/2007
4413,2008,Junho,Rio,4,1/1/2008
4414,2009,Junho,Rio,33,1/1/2009
4415,2010,Junho,Rio,7,1/1/2010
4416,2011,Junho,Rio,33,1/1/2011
4417,2012,Junho,Rio,14,1/1/2012
4418,2013,Junho,Rio,17,1/1/2013
4419,2014,Junho,Rio,54,1/1/2014
4420,2015,Junho,Rio,33,1/1/2015
4421,2016,Junho,Rio,37,1/1/2016
4422,2017,Junho,Rio,68,1/1/2017
4423,1998,Julho,Rio,21,1/1/1998
4424,1999,Julho,Rio,14,1/1/1999
4425,2000,Julho,Rio,22,1/1/2000
4426,2001,Julho,Rio,57,1/1/2001
4427,2002,Julho,Rio,17,1/1/2002
4428,2003,Julho,Rio,42,1/1/2003
4429,2004,Julho,Rio,23,1/1/2004
4430,2005,Julho,Rio,20,1/1/2005
4431,2006,Julho,Rio,54,1/1/2006
4432,2007,Julho,Rio,15,1/1/2007
4433,2008,Julho,Rio,14,1/1/2008
4434,2009,Julho,Rio,56,1/1/2009
4435,2010,Julho,Rio,55,1/1/2010
4436,2011,Julho,Rio,121,1/1/2011
4437,2012,Julho,Rio,50,1/1/2012
4438,2013,Julho,Rio,58,1/1/2013
4439,2014,Julho,Rio,62,1/1/2014
4440,2015,Julho,Rio,74,1/1/2015
4441,2016,Julho,Rio,131,1/1/2016
4442,2017,Julho,Rio,70,1/1/2017
4443,1998,Agosto,Rio,21,1/1/1998
4444,1999,Agosto,Rio,88,1/1/1999
4445,2000,Agosto,Rio,34,1/1/2000
4446,2001,Agosto,Rio,129,1/1/2001
4447,2002,Agosto,Rio,184,1/1/2002
4448,2003,Agosto,Rio,191,1/1/2003
4449,2004,Agosto,Rio,74,1/1/2004
4450,2005,Agosto,Rio,98,1/1/2005
4451,2006,Agosto,Rio,79,1/1/2006
4452,2007,Agosto,Rio,189,1/1/2007
4453,2008,Agosto,Rio,19,1/1/2008
4454,2009,Agosto,Rio,91,1/1/2009
4455,2010,Agosto,Rio,316,1/1/2010
4456,2011,Agosto,Rio,250,1/1/2011
4457,2012,Agosto,Rio,72,1/1/2012
4458,2013,Agosto,Rio,74,1/1/2013
4459,2014,Agosto,Rio,199,1/1/2014
4460,2015,Agosto,Rio,158,1/1/2015
4461,2016,Agosto,Rio,241,1/1/2016
4462,2017,Agosto,Rio,164,1/1/2017
4463,1998,Setembro,Rio,44,1/1/1998
4464,1999,Setembro,Rio,192,1/1/1999
4465,2000,Setembro,Rio,,1/1/2000
